img_name,h_mean,s_mean,v_mean,Radiation Value
IMG_0001,89.127,189.793,199.675,-12.8314
IMG_0002,90.254,200.514,187.712,-14.9048
IMG_0003,87.662,167.677,217.517,-9.2028
IMG_0004,86.061,140.857,234.8,-9.2082
IMG_0005,86.288,145.253,231.362,-11.5509
IMG_0006,85.069,120.34,244.864,-6.3289
IMG_0007,85.344,127.51,241.449,-7.2794
IMG_0008,87.649,161.226,221.766,-10.3007
IMG_0009,88.465,170.595,215.907,-13.1621
IMG_0010,88.607,175.708,211.691,-12.0603
IMG_0011,89.368,188.015,202.427,-17.6076
IMG_0012,89.308,183.857,207.57,-15.1236
IMG_0013,88.304,166.632,219.509,-12.0359
IMG_0014,88.136,166.26,220.228,-10.7434
IMG_0015,87.98,163.444,222.138,-11.3403
IMG_0016,87.177,159.826,224.516,-10.5284
IMG_0017,87.588,163.84,221.86,-10.3578
IMG_0018,87.296,160.613,223.855,-10.012
IMG_0019,87.655,168.191,218.209,-10.6917
IMG_0020,86.713,156.494,226.149,-11.9909
IMG_0021,86.306,151.102,229.987,-8.1884
IMG_0022,86.251,163.806,219.64,-8.4931
IMG_0023,85.941,162.755,219.971,-8.6861
IMG_0024,84.818,152.227,227.297,-6.4329
IMG_0025,85.92,160.348,222.119,-8.7525
IMG_0026,86.521,165.729,218.899,-8.1011
IMG_0027,85.844,164.081,218.955,-9.5857
IMG_0028,85.429,176.122,205.716,-9.7668
IMG_0029,84.41,175.146,202.988,-9.2607
IMG_0030,84.953,180.27,198.749,-8.8554
IMG_0031,81.732,152.989,219.034,-5.8736
IMG_0032,84.104,169.347,208.433,-6.9877
IMG_0033,83.703,170.874,204.58,-7.2032
IMG_0034,83.39,168.654,206.531,-6.556
IMG_0035,80.111,145.572,222.981,-5.4018
IMG_0036,78.429,141.014,224.55,-4.1695
IMG_0037,78.152,142.803,222.612,-4.3881
IMG_0038,80.117,146.836,220.74,-4.5474
IMG_0039,81.899,157.961,213.143,-6.3188
IMG_0040,82.192,162.971,208.182,-5.446
IMG_0041,78.919,149.303,216.873,-5.5192
IMG_0042,77.357,142.82,220.426,-4.556
IMG_0043,76.681,143.353,218.537,-4.6931
IMG_0044,77.027,142.274,219.41,-4.288
IMG_0045,79.019,149.122,215.443,-4.1984
IMG_0046,78.981,151.204,212.234,-4.7704
IMG_0047,79.469,155.17,208.425,-6.3106
IMG_0048,78.593,152.217,210.577,-5.3596
IMG_0049,77.05,144.851,216,-5.6035
IMG_0050,84.873,105.829,250.264,-6.992
IMG_0051,84.85,107.915,249.947,-6.7787
IMG_0052,84.856,96.14,251.726,-5.0747
IMG_0053,85.166,126.036,242.466,-7.0362
IMG_0054,84.843,119.988,245.166,-6.4918
IMG_0055,84.767,115.232,247.235,-6.3358
IMG_0056,84.345,115.899,247.09,-6.1511
IMG_0057,84.451,113.058,247.488,-6.5676
IMG_0058,85.036,127.421,241.693,-7.0318
IMG_0059,84.345,104.009,251.208,-6.747
IMG_0060,85.349,121.383,244.391,-8.5119
IMG_0061,85.829,135.146,238.071,-8.8537
IMG_0062,86.343,134.11,238.293,-10.2634
IMG_0063,86.003,128.813,241.316,-10.0864
IMG_0064,85.763,134.718,238.834,-9.5715
IMG_0065,85.393,130.701,240.408,-8.9893
IMG_0066,86.298,138.111,237.055,-10.2744
IMG_0067,87.058,144.975,233.878,-10.4327
IMG_0068,87.331,146.058,233.562,-11.2459
IMG_0069,86.38,146.443,233.054,-8.0754
IMG_0070,85.869,144.992,233.837,-7.742
IMG_0071,85.146,147.821,231.127,-7.4419
IMG_0072,86.262,150.381,230.542,-8.7179
IMG_0073,86.171,146.478,232.106,-8.5092
IMG_0074,85.902,151.661,228.798,-7.751
IMG_0075,84.903,149.557,228.825,-9.9509
IMG_0076,85.366,149.11,230.318,-7.5706
IMG_0077,86.533,151.598,229.706,-7.692
IMG_0078,87.433,153.339,229.374,-10.8361
IMG_0079,86.762,154.311,228.503,-11.3363
IMG_0080,85.745,151.528,229.178,-12.4784
IMG_0081,84.953,152.117,226.747,-9.103
IMG_0082,85.245,146.474,231.656,-7.5903
IMG_0083,85.257,147.994,231.222,-7.7517
IMG_0084,84.492,143.521,232.641,-5.6209
IMG_0085,86.756,160.629,222.24,-10.4555
IMG_0086,86.063,167.593,215.11,-10.3703
IMG_0087,85.523,159.478,220.65,-8.2871
IMG_0088,85.429,160.213,220.44,-8.4725
IMG_0089,87.229,162.106,222.155,-10.0428
IMG_0090,87.344,165.047,219.664,-10.3622
IMG_0091,86.473,155.644,225.873,-10.7314
IMG_0092,85.958,158.929,221.966,-15.2513
IMG_0093,84.339,154.102,223.584,-9.4336
IMG_0094,84.382,160.031,218.187,-8.141
IMG_0095,83.432,155.454,220.367,-7.6393
IMG_0096,83.759,163,212.918,-7.3192
IMG_0097,83.325,164.076,209.217,-8.595
IMG_0098,79.365,146.546,219.059,-7.576
IMG_0099,85.469,85.593,253.715,-2.9243
IMG_0100,84.178,98.205,251.336,-2.7365
IMG_0101,85.083,95.046,251.944,-2.2909
IMG_0102,83.736,113.371,247.485,-1.9629
IMG_0103,84.754,97.993,250.936,-2.268
IMG_0104,84.155,94.476,252.016,-2.3135
IMG_0105,84.255,100.814,250.517,-2.8642
IMG_0106,84.961,91.719,252.706,-2.0821
IMG_0107,83.576,105.39,248.683,-2.389
IMG_0108,83.214,106.06,248.408,-3.3678
IMG_0109,84.564,98.359,251.913,-2.6668
IMG_0110,85.326,93.735,253.327,-2.5347
IMG_0111,82.654,111.886,246.721,-3.2807
IMG_0112,82.683,115.251,246.438,-2.8303
IMG_0113,83.671,104.986,250.664,-2.4927
IMG_0114,82.736,112.906,247.384,-2.2528
IMG_0115,83.084,130.242,239.431,-2.6156
IMG_0116,82.517,119.479,244.607,-2.6536
IMG_0117,82.298,117.065,244.453,-2.672
IMG_0118,82.704,123.981,242.132,-2.7455
IMG_0119,83.133,116.885,245.47,-2.4321
IMG_0120,79.843,143.298,225.471,-2.3132
IMG_0121,79.953,137.954,230.709,-3.1799
IMG_0122,78.531,128.875,235.331,-2.415
IMG_0123,78.964,126.773,237.941,-2.2129
IMG_0124,78.477,130.688,234.159,-2.2781
IMG_0125,80.374,144.756,224.908,-3.3091
IMG_0126,80.467,144.423,224.726,-3.115
IMG_0127,82.043,152.332,219.814,-3.484
IMG_0128,79.956,143.543,224.318,-3.0138
IMG_0129,79.29,135.165,231.112,-3.4582
IMG_0130,78.367,136.417,227.774,-3.2639
IMG_0131,77.086,132.814,228.693,-3.3784
IMG_0132,77.138,129.369,231.13,-2.7908
IMG_0133,76.377,132.471,226.749,-2.8901
IMG_0134,78.725,138.258,225.985,-2.8651
IMG_0135,79.51,139.001,226.641,-2.8071
IMG_0136,78.372,138.74,224.399,-2.32
IMG_0137,78.909,144.218,219.994,-2.192
IMG_0138,76.639,134.429,226.004,-2.1397
IMG_0139,77.069,135.817,224.987,-2.2434
IMG_0140,78.116,143.851,219.478,-2.187
IMG_0141,77.52,141.762,219.911,-3.159
IMG_0142,75.438,135.827,221.772,-2.3199
IMG_0143,74.296,130.021,227.054,-2.1627
IMG_0144,73.491,129.876,226.184,-2.1985
IMG_0145,75.283,137.634,219.766,-1.8362
IMG_0146,72.558,130.424,224.162,-2.1623
IMG_0147,75.718,137.147,221.469,-1.9861
IMG_0148,84.508,122.975,243.34,-5.4581
IMG_0149,84.429,121.507,243.721,-5.4327
IMG_0150,84.302,117.36,246.07,-4.3506
IMG_0151,84.122,113.732,247.085,-3.4663
IMG_0152,84.029,108.187,249.163,-4.4862
IMG_0153,83.863,110.026,248.261,-2.7246
IMG_0154,83.947,113.599,246.559,-1.9587
IMG_0155,84.756,128.621,239.342,-1.7858
IMG_0156,83.748,117.065,245.765,-3.602
IMG_0157,83.661,103.412,250.981,-2.4532
IMG_0158,84.112,121.739,242.578,-2.6974
IMG_0159,83.856,114.953,246.882,-2.218
IMG_0160,83.448,113.731,247.376,-1.9835
IMG_0161,84.006,126.113,241.356,-2.1968
IMG_0162,83.689,126.568,241.031,-2.5589
IMG_0163,84.111,146.726,228.409,-5.5237
IMG_0164,83.669,141.808,232.401,-4.0713
IMG_0165,83.99,149.426,226.275,-4.715
IMG_0166,83.925,150.885,224.492,-4.7836
IMG_0167,83.82,152.644,222.331,-4.4778
IMG_0168,84.357,158.881,218.504,-4.971
IMG_0169,83.475,164.539,210.49,-4.8517
IMG_0170,83.062,164.466,209.183,-5.4187
IMG_0171,83.402,166.932,206.895,-5.4329
IMG_0172,82.993,167.125,206.406,-5.7266
IMG_0173,82.968,165.803,206.564,-5.7532
IMG_0174,83.829,172.134,202.815,-5.2871
IMG_0175,84.748,178.96,198.319,-5.5346
IMG_0176,83.557,173.011,200.124,-5.1685
IMG_0177,83.585,174.061,199.723,-5.3808
IMG_0178,83.33,173.062,199.925,-5.1931
IMG_0179,83.062,170.966,200.345,-5.32
IMG_0180,83.219,171.33,200.692,-5.2318
IMG_0181,82.697,169.176,201.291,-5.3869
IMG_0182,82.048,167.222,202.315,-5.4019
IMG_0183,82.192,167.814,202.243,-5.6732
IMG_0184,80.445,156.013,211.867,-5.4249
IMG_0185,82.051,165.737,203.794,-5.1231
IMG_0186,81.568,163.15,205.035,-5.6651
IMG_0187,80.224,156.682,209.709,-4.7176
IMG_0188,79.01,148.853,216.041,-3.7835
IMG_0189,80.704,158.029,210.463,-3.6821
IMG_0190,81.951,159.27,211.32,-3.4643
IMG_0191,82.394,161.357,210.2,-3.9483
IMG_0192,82.064,165.192,204.465,-3.8945
IMG_0193,82.082,169.675,199.988,-3.854
IMG_0194,82.05,169.771,199.475,-3.8075
IMG_0195,81.65,169.334,197.698,-3.5455
IMG_0196,81.268,168.702,198.257,-3.6341
IMG_0197,84.038,131.267,237.687,-3.1297
IMG_0198,83.99,129.47,239.212,-3.5997
IMG_0199,84.158,134.556,235.709,-3.061
IMG_0200,84.032,130.58,238.505,-2.7412
IMG_0201,83.613,127.23,240.278,-3.9243
IMG_0202,83.519,121.832,243.51,-3.3786
IMG_0203,83.571,129.75,239.238,-3.9065
IMG_0204,83.483,123.02,242.757,-3.0346
IMG_0205,84.206,141.773,230.657,-3.8725
IMG_0206,84.068,142.659,228.906,-3.7926
IMG_0207,83.967,143.478,229.136,-3.6708
IMG_0208,84.259,145.865,227.167,-3.2491
IMG_0209,84.449,155.336,221.39,-3.5748
IMG_0210,83.531,142.364,230.075,-3.6491
IMG_0211,83.506,145.079,228.682,-3.5489
IMG_0212,83.097,150.526,223.824,-3.4686
IMG_0213,82.891,153.221,221.092,-3.8094
IMG_0214,83.244,154.842,218.941,-3.7102
IMG_0215,82.815,154.408,218.965,-3.5738
IMG_0216,83.328,159.103,214.343,-3.7197
IMG_0217,83.234,157.977,215.731,-3.8085
IMG_0218,82.561,156.826,216.654,-2.7618
IMG_0219,81.707,154.487,217.597,-2.8653
IMG_0220,81.956,157.71,214.472,-3.0534
IMG_0221,81.324,150.233,220.687,-3.162
IMG_0222,81.43,155.154,215.392,-3.8993
IMG_0223,81.461,152.612,218.626,-3.5715
IMG_0224,81.611,156.171,214.917,-3.257
IMG_0225,80.691,154.828,213.032,-3.7594
IMG_0226,80.558,155.524,212.262,-3.052
IMG_0227,80.475,157.004,210.465,-2.3182
IMG_0228,80.342,156.934,210.253,-2.307
IMG_0229,79.992,152.6,214.33,-2.8147
IMG_0230,79.426,148.656,217.256,-2.8945
IMG_0231,79.318,152.03,213.374,-2.1245
IMG_0232,79.799,156.432,209.303,-1.9899
IMG_0233,78.989,149.103,215.493,-3.8007
IMG_0234,78.657,145.849,218.349,-1.8752
IMG_0235,78.616,147.662,216.209,-2.3335
IMG_0236,78.109,143.185,220.101,-2.4995
IMG_0237,78.541,148.169,215.238,-2.671
IMG_0238,78.836,150.234,213.871,-2.7682
IMG_0239,79.369,152.834,212.283,-2.7937
IMG_0240,78.622,150.89,212.61,-3.1941
IMG_0241,76.64,135.586,224.863,-2.0779
IMG_0242,77.852,138.813,224.03,-1.9365
IMG_0243,78.559,147.199,216.665,-2.3763
IMG_0244,79.356,154.704,209.774,-2.6596
IMG_0245,79.361,157.745,207.124,-2.3698
IMG_0246,82.579,118.302,245.682,-1.4961
IMG_0247,82.681,115.096,247.522,-1.7346
IMG_0248,82.394,124.997,241.727,-2.6873
IMG_0249,82.881,128.6,239.568,-2.5513
IMG_0250,83.022,132.663,236.513,-2.9215
IMG_0251,82.835,130.438,237.969,-2.2883
IMG_0252,83.514,141.562,229.661,-2.7695
IMG_0253,84.093,149.378,224.415,-3.2338
IMG_0254,85.114,170.185,204.245,-4.0001
IMG_0255,84.037,150.246,223.159,-3.0808
IMG_0256,83.107,140.999,230.643,-2.8193
IMG_0257,83.111,134.388,236.508,-3.0236
IMG_0258,82.378,130.894,238.134,-2.6591
IMG_0259,82.308,132.515,237.102,-2.1631
IMG_0260,82.157,138.473,233.307,-2.0936
IMG_0261,81.739,139.581,231.327,-2.2772
IMG_0262,81.819,143.253,228.437,-2.4588
IMG_0263,82.07,143.381,228.731,-2.9137
IMG_0264,82,149.745,221.672,-2.8165
IMG_0265,81.959,151.181,220.195,-2.6279
IMG_0266,82.326,156.768,214.394,-2.7959
IMG_0267,81.178,148.776,221.401,-2.4989
IMG_0268,80.716,149.741,219.59,-2.6916
IMG_0269,79.958,144.82,223.665,-2.7278
IMG_0270,78.648,141.652,223.425,-2.2688
IMG_0271,79.447,144.05,221.362,-2.4797
IMG_0272,78.9,136.346,227.838,-1.7366
IMG_0273,78.638,137.381,225.554,-0.9946
IMG_0274,78.462,135.963,226.223,-0.7366
IMG_0275,78.507,140.781,221.316,-0.9861
IMG_0276,78.83,142.571,220.685,-1.1015
IMG_0277,81.162,159.035,206.372,-1.3619
IMG_0278,78.875,148.68,213.993,-1.3721
IMG_0279,81.312,156.723,210.127,-1.384
IMG_0280,81.488,161.668,205.029,-1.1767
IMG_0281,80.417,153.747,211.174,-1.0331
IMG_0282,79,151.729,209.854,-1.0757
IMG_0283,78.381,145.738,215.841,-1.0077
IMG_0284,77.963,138.714,223.07,-1.0737
IMG_0285,80.822,160.479,204.66,-1.0509
IMG_0286,80.109,155.677,207.269,-1.4144
IMG_0287,79.366,151.362,213.207,-1.2531
IMG_0288,80.218,157.107,208.52,-1.2986
IMG_0289,79.656,153.447,211.055,-1.235
IMG_0290,80.659,160.762,204.15,-1.197
IMG_0291,79.686,156.101,207.823,-1.2355
IMG_0292,79.999,157.746,206.541,-0.9209
IMG_0293,79.304,156.963,206.756,-1.0487
IMG_0294,80.389,161.533,202.97,-1.1564
IMG_0295,82.835,176.784,186.92,-5.428
IMG_0296,81.943,168.557,196.678,-4.9806
IMG_0297,82.113,171.537,192.887,-4.6256
IMG_0298,82.352,170.605,194.464,-5.2928
IMG_0299,81.474,165.907,197.274,-3.9395
IMG_0300,81.172,165.375,195.52,-4.01
IMG_0301,82.113,174.541,183.826,-4.6049
IMG_0302,82.077,177.619,182.851,-6.5099
IMG_0303,82.033,175.632,183.793,-4.8388
IMG_0304,81.682,174.567,186.342,-4.6111
IMG_0305,81.769,176.366,184.725,-3.9727
IMG_0306,81.754,175.004,184.293,-4.0933
IMG_0307,82.564,181.986,170.317,-4.7282
IMG_0308,82.359,181.436,175.605,-5.9474
IMG_0309,82.42,180.876,171.867,-5.3531
IMG_0310,82.385,178.445,177.071,-6.1773
IMG_0311,82.415,177.547,177.729,-5.5994
IMG_0312,82.166,175.591,179.296,-5.8552
IMG_0313,82.501,180.094,175.376,-7.9162
IMG_0314,82.767,183.209,172.46,-6.1797
IMG_0315,82.024,178.525,178.493,-5.1691
IMG_0316,81.765,175.451,183.286,-4.3712
IMG_0317,81.981,179.408,178.85,-4.3622
IMG_0318,81.73,176.517,181.165,-4.3641
IMG_0319,82.279,178.653,178.314,-4.4237
IMG_0320,82.224,177.386,181.12,-5.7934
IMG_0321,97.013,231.148,124.411,-25.2075
IMG_0322,96.339,227.186,120.835,-25.5786
IMG_0323,96.605,228.946,121.354,-24.7091
IMG_0324,96.179,227.191,119.889,-25.4626
IMG_0325,96.342,228.794,119.625,-23.8476
IMG_0326,95.906,223.956,117.355,-24.8854
IMG_0327,96.216,226.311,119.106,-23.526
IMG_0328,92.712,194.267,84.612,-22.9349
IMG_0329,90.353,190.903,92.606,-22.9028
IMG_0330,87.782,194.461,109.078,-16.8408
IMG_0331,90.978,191.758,86.902,-16.2877
IMG_0332,92.72,193.63,81.386,-20.1999
IMG_0333,92.216,191.038,81.823,-21.101
IMG_0334,88.125,186.799,93.646,-20.105
IMG_0335,87.275,192.184,117.134,-14.6464
IMG_0336,87.126,185.64,107.002,-14.447
IMG_0337,85.872,190.122,114.873,-18.4405
IMG_0338,86.362,187.898,114.245,-14.2318
IMG_0339,88.491,192.21,104.999,-16.3016
IMG_0340,88.208,190.547,100.119,-15.8266
IMG_0341,88.424,191.428,99.477,-16.5438
IMG_0342,91.043,192.701,90.202,-18.7053
IMG_0343,87.202,189.553,111.283,-15.0186
IMG_0344,91.332,188.733,86.314,-21.3082
IMG_0345,89.271,189.481,90.967,-21.8937
IMG_0346,87.289,190.403,104.384,-20.1485
IMG_0347,91.448,187.428,78.055,-21.4352
IMG_0348,93.138,193.921,78.814,-21.8038
IMG_0349,93.846,186.499,67.017,-23.3859
IMG_0350,94.968,190.846,67.637,-24.797
IMG_0351,95.848,197.321,69.563,-24.6843
IMG_0352,92.691,185.461,73.252,-23.5069
IMG_0353,90.773,182.892,74.484,-23.6533
IMG_0354,87.692,185.544,89.508,-18.9205
IMG_0355,88.462,201.977,157.911,-17.3035
IMG_0356,90.134,207.295,146.684,-20.0283
IMG_0357,92.567,215.589,132.97,-22.0624
IMG_0358,90.944,211.307,139.573,-23.3178
IMG_0359,90.56,208.419,142.367,-24.8758
IMG_0360,90.855,208.05,141.012,-23.7639
IMG_0361,91.971,211.528,135.03,-24.5323
IMG_0362,93.18,215.497,127.669,-25.3815
IMG_0363,92.99,214.115,125.71,-25.5117
IMG_0364,93.204,216.005,126.321,-25.3886
IMG_0365,94.058,218.241,126.967,-24.6913
IMG_0366,93.045,213.298,123.404,-24.1929
IMG_0367,92.62,213.123,120.685,-24.4352
IMG_0368,92.763,211.037,119.291,-23.4367
IMG_0369,92.602,211.146,120.274,-23.6108
IMG_0370,91.727,205.101,112.433,-23.0736
IMG_0371,92.225,206.193,113.7,-23.1017
IMG_0372,91.963,205.266,112.815,-23.726
IMG_0373,90.916,201.467,114.499,-24.1565
IMG_0374,90.137,198.724,112.087,-22.4946
IMG_0375,90.194,198.864,110.589,-23.6619
IMG_0376,90.576,191.095,97.089,-23.9325
IMG_0377,85.958,189.724,114.219,-22.4552
IMG_0378,82.575,185.174,158.073,-13.7662
IMG_0379,81.804,179.344,169.832,-10.912
IMG_0380,81.123,175.98,179.114,-9.7036
IMG_0381,82.171,179.96,172.461,-11.8465
IMG_0382,82.159,182.874,151.691,-14.0374
IMG_0383,84.359,181.183,119.298,-21.206
IMG_0384,87.016,183.878,99.578,-22.6231
IMG_0385,89.133,180.667,93.279,-22.7353
IMG_0386,86.862,181.873,102.917,-23.1008
IMG_0387,86.512,184.432,100.242,-22.4687
IMG_0388,88.85,188.438,99.048,-22.3818
IMG_0389,81.149,180.466,157.106,-14.7202
IMG_0390,80.466,178.363,169.184,-8.5392
IMG_0391,82.365,183.187,139.8,-12.6234
IMG_0392,88.268,183.161,90.982,-22.6745
IMG_0393,87.6,182.5,95.934,-25.0139
IMG_0394,81.657,183.143,135.974,-18.0003
IMG_0395,82.845,179.709,126.844,-11.9384
IMG_0396,84.32,181.513,113.139,-21.4226
IMG_0397,84.656,177.835,115.154,-22.8284
IMG_0398,83.972,182.064,135.19,-22.3795
IMG_0399,82.032,182.546,157.542,-18.8577
IMG_0400,82.075,181.367,158.777,-13.852
IMG_0401,82.052,181.174,147.247,-13.9008
IMG_0402,82.827,179.459,145.805,-16.8123
IMG_0403,81.684,179.199,157.567,-11.9439
IMG_0404,93.217,218.114,135.737,-27.4147
IMG_0405,93.408,218.804,134.353,-28.4486
IMG_0406,87.897,188.107,101.33,-24.6627
IMG_0407,88.104,186.534,98.789,-22.403
IMG_0408,87.962,184.236,98.449,-24.7086
IMG_0409,88.702,187.34,98.469,-22.8015
IMG_0410,87.289,182.829,96.927,-24.3244
IMG_0411,88.008,183.819,99.123,-24.9326
IMG_0412,88.511,186.462,97.526,-23.3931
IMG_0413,86.748,183.807,101.999,-22.9332
IMG_0414,87.156,185.794,105.593,-24.3779
IMG_0415,84.314,178.523,106.863,-24.1668
IMG_0416,85.448,180.568,112.733,-23.9629
IMG_0417,81.554,178.376,131.65,-22.9397
IMG_0418,82.94,180.883,126.78,-20.7508
IMG_0419,82.249,179.279,132.66,-26.2197
IMG_0420,79.589,172.015,178.171,-18.1944
IMG_0421,83.113,177.471,116.327,-19.5374
IMG_0422,79.856,172.709,176.067,-14.9372
IMG_0423,79.291,171.036,179.401,-9.4936
IMG_0424,78.641,163.728,186.605,-4.1571
IMG_0425,76.912,149.915,208.444,-3.7726
IMG_0426,77.161,154.135,202.856,-3.7575
IMG_0427,76.81,150.391,207.151,-4.1098
IMG_0428,87.329,199.677,165.216,-15.6278
IMG_0429,88.032,202.293,156.024,-15.5317
IMG_0430,89.302,206.813,144.41,-20.5315
IMG_0431,88.404,203.621,152.089,-18.8719
IMG_0432,87.312,199.935,160.285,-17.1672
IMG_0433,86.796,199.255,161.307,-16.9144
IMG_0434,87.375,200.034,160.84,-15.8769
IMG_0435,87.138,197.822,164.119,-15.9035
IMG_0436,87.118,199.275,162.544,-15.0863
IMG_0437,87.223,199.196,155.666,-14.9098
IMG_0438,88.12,201.131,140.152,-16.0419
IMG_0439,88.903,201.435,137.751,-16.8532
IMG_0440,88.266,196.292,139.664,-18.2905
IMG_0441,85.927,183.91,176.335,-18.0965
IMG_0442,86.199,188.64,160.92,-19.632
IMG_0443,85.517,187.875,157.7,-20.1904
IMG_0444,86.086,190.203,149.753,-20.1147
IMG_0445,84.288,185.8,169.509,-18.4171
IMG_0446,83.571,182.094,179.227,-10.1156
IMG_0447,83.09,173.707,191.144,-7.6062
IMG_0448,84.903,186.475,165.86,-8.0142
IMG_0449,85.655,181.288,125.263,-19.1222
IMG_0450,81.894,175.342,175.477,-18.6516
IMG_0451,83.212,179.265,146.62,-12.3436
IMG_0452,82.54,179.582,166.329,-14.1045
IMG_0453,82.944,184.754,142.307,-12.7455
IMG_0454,84.515,186.94,122.853,-16.3504
IMG_0455,87.77,186.9,100.093,-20.8178
IMG_0456,82.93,185.342,135.748,-16.5294
IMG_0457,80.578,176.922,166.635,-12.278
IMG_0458,80.856,178.584,164.973,-10.7256
IMG_0459,80.363,176.947,161.307,-7.8091
IMG_0460,80.214,175.908,166.877,-7.075
IMG_0461,80.597,179.424,129.195,-12.904
IMG_0462,80.051,177.582,154.042,-9.1073
IMG_0463,80.475,178.422,150.035,-8.2649
IMG_0464,82.187,181.378,126.507,-11.3903
IMG_0465,84.457,179.665,107.415,-13.9567
IMG_0466,81.016,180.457,132.266,-11.4612
IMG_0467,80.814,179.377,133.77,-11.3954
IMG_0468,80.281,179.265,146.457,-11.1007
IMG_0469,79.858,177.65,146.099,-9.1292
IMG_0470,81.62,180.192,130.137,-14.9984
IMG_0471,79.567,178.196,153.85,-11.2362
IMG_0472,79.449,175.256,167.208,-8.6229
IMG_0473,80.847,181.788,154.287,-12.196
IMG_0474,79.571,175.993,169.525,-8.0412
IMG_0475,79.159,174.606,172.622,-7.6067
IMG_0476,79.421,176.367,165.204,-6.7911
IMG_0477,82.428,116.568,246.051,-5.1435
IMG_0478,82.602,122.57,243.224,-4.9598
IMG_0479,83.185,134.597,234.924,-6.1785
IMG_0480,83.018,130.87,238.314,-5.3758
IMG_0481,82.66,131.233,237.507,-6.062
IMG_0482,84.047,160.917,213.447,-9.6357
IMG_0483,83.385,150.172,223.465,-6.4379
IMG_0484,82.797,149.432,223.475,-5.5094
IMG_0485,83.703,167.898,203.645,-5.3582
IMG_0486,82.734,154.007,217.931,-6.2452
IMG_0487,82.708,164.538,206.438,-8.0484
IMG_0488,85.124,187.334,168.517,-7.174
IMG_0489,84.019,176.807,189.235,-9.1396
IMG_0490,89.215,199.117,129.313,-10.7263
IMG_0491,90.059,200.548,125.151,-23.9282
IMG_0492,89.432,197.291,114.167,-22.618
IMG_0493,89.954,198.977,114.18,-22.8781
IMG_0494,89.159,193.132,110.43,-23.5532
IMG_0495,88.135,193.658,112.272,-21.1942
IMG_0496,83.727,186.123,150.009,-11.48
IMG_0497,82.768,178.256,165.34,-15.6392
IMG_0498,83.367,180.266,151.35,-13.2061
IMG_0499,83.013,180.873,161.361,-16.3236
IMG_0500,87.718,187.83,103.733,-22.455
IMG_0501,88.878,181.434,90.389,-23.9844
IMG_0502,90.491,190.751,91.642,-25.3477
IMG_0503,86.281,179.626,104.171,-25.0056
IMG_0504,86.143,180.625,110.085,-23.1403
IMG_0505,88.493,181.939,88.791,-23.1456
IMG_0506,88.221,177.878,83.304,-23.218
IMG_0507,89.058,176.461,82.745,-22.2017
IMG_0508,89.536,181.529,85.007,-20.9039
IMG_0509,87.98,175.083,84.834,-20.5957
IMG_0510,88.003,179.778,89.067,-18.8997
IMG_0511,84.376,176.105,107.816,-17.2859
IMG_0512,86.212,178.16,106.194,-21.1823
IMG_0513,86.516,176.578,97.172,-22.7854
IMG_0514,85.038,177.527,100.456,-19.1764
IMG_0515,86.469,177.585,90.248,-17.8558
IMG_0516,86.331,177.509,88.061,-18.5361
IMG_0517,87.791,173.535,83.028,-19.3328
IMG_0518,87.386,172.856,81.238,-22.7637
IMG_0519,87.548,172.12,82.011,-20.3255
IMG_0520,85.899,169.742,83.258,-23.4918
IMG_0521,87.532,176.204,86.362,-22.7817
IMG_0522,86.141,181.828,98.81,-22.2274
IMG_0523,85.458,174.601,93.369,-22.1477
IMG_0524,87.765,177.039,90.733,-23.2216
IMG_0525,86.324,172.061,88.767,-22.0087
IMG_0526,86.941,195.533,158.265,-13.4492
IMG_0527,88.172,201.88,144.099,-15.2232
IMG_0528,86.385,191.541,167.504,-18.413
IMG_0529,88.706,201.762,143.302,-11.6997
IMG_0530,85.978,186.086,174.862,-15.1186
IMG_0531,87.871,197.553,144.611,-17.296
IMG_0532,87.582,196.162,149.928,-16.7557
IMG_0533,86.486,194.174,163.692,-13.5346
IMG_0534,85.453,185.73,174.7,-10.1898
IMG_0535,86.594,193.691,154.3,-12.3101
IMG_0536,91.451,200.255,108.999,-21.3939
IMG_0537,88.497,200.368,125.343,-23.7477
IMG_0538,91.204,205.244,114.36,-23.327
IMG_0539,86.574,195.501,138.745,-19.0726
IMG_0540,85.376,191.821,160.344,-12.301
IMG_0541,86.102,192.749,128.413,-14.2019
IMG_0542,84.869,192.232,144.096,-12.3026
IMG_0543,85.435,193.263,136.429,-12.0171
IMG_0544,84.443,189.693,134.758,-12.6843
IMG_0545,84.345,189.806,136.191,-13.0666
IMG_0546,84.692,188.413,126.115,-15.8879
IMG_0547,84.668,184.128,112.004,-16.8801
IMG_0548,83.654,187.538,123.809,-14.663
IMG_0549,83.313,188.51,126.229,-12.7842
IMG_0550,82.685,185.604,130.844,-12.2808
IMG_0551,82.992,185.872,136.21,-10.9147
IMG_0552,82.42,183.402,131.235,-10.9334
IMG_0553,81.161,181.736,145.109,-12.0729
IMG_0554,80.702,181.671,134.476,-11.9838
IMG_0555,80.337,180.645,143.692,-11.5318
IMG_0556,80.226,177.783,126.315,-13.3658
IMG_0557,81.072,181.193,137.429,-12.8646
IMG_0558,81.132,180.666,135.426,-12.7057
IMG_0559,81.074,178.848,133.103,-10.8619
IMG_0560,80.428,176.681,123.184,-16.8592
IMG_0561,81.487,178.351,128.392,-16.1654
