img_name,h_mean,s_mean,v_mean,Radiation Value
IMG_4883,78.518,132.523,230.499,1.033
IMG_4884,80.146,134.939,230.624,1.0449
IMG_4885,79.993,138.56,226.823,1.0671
IMG_4886,76.834,125.869,232.307,1.2128
IMG_4887,79.379,135.87,227.55,1.1225
IMG_4888,78.823,136.376,226.27,0.9002
IMG_4889,77.571,134.255,225.908,0.7609
IMG_4890,84.91,115.629,242.27,1.4035
IMG_4891,85.808,83.883,253.763,1.6753
IMG_4892,85.811,87.38,253.563,1.569
IMG_4893,85.22,94.829,252.16,1.6381
IMG_4894,85.434,93.067,252.744,1.6694
IMG_4895,86.14,82.551,254.022,1.6436
IMG_4896,82.189,74.386,253.904,1.7478
IMG_4897,81.208,83.444,252.57,1.8958
IMG_4898,81.583,104.647,247.203,1.9695
IMG_4899,81.076,90.8,250.91,2.2266
IMG_4900,83.743,100.547,249.221,2.25
IMG_4901,84.044,109.876,246.303,1.891
IMG_4902,83.178,107.432,246.662,1.9782
IMG_4903,82.941,96.138,249.402,2.019
IMG_4904,82.696,99.317,248.479,2.1127
IMG_4905,83.529,102.707,247.33,2.1712
IMG_4906,83.17,105.011,246.117,1.8032
IMG_4907,83.618,108.279,244.85,1.7014
IMG_4908,83.025,108.208,244.566,1.6799
IMG_4909,82.611,104.555,245.785,1.9165
IMG_4910,79.104,103.895,246.187,1.8759
IMG_4911,76.005,128.58,226.221,1.8447
IMG_4912,75.642,130.702,223.254,1.8955
IMG_4913,76.298,130.583,225.426,2.0148
IMG_4914,75.279,127.555,226.29,2.337
IMG_4915,75.359,129.26,224.295,2.7715
IMG_4916,76.25,128.625,228.549,2.9217
IMG_4917,75.153,124.016,229.71,3.1416
IMG_4918,74.475,128.979,223.597,3.0791
IMG_4919,74.552,126.538,226.517,2.6282
IMG_4920,75.133,125.171,229.673,2.4226
IMG_4921,76.29,129.843,226.783,2.7354
IMG_4922,76.295,128.432,228.637,2.4229
IMG_4923,72.359,126.316,223.962,2.4549
IMG_4924,72.499,129.493,220.301,2.067
IMG_4925,73.018,132.37,217.145,1.8077
IMG_4926,73.974,130.723,220.518,1.9422
IMG_4927,73.824,128.121,222.453,1.94
IMG_4928,72.354,127.231,222.32,2.1878
IMG_4929,72.169,128.876,220.147,2.4162
IMG_4930,71.928,128.395,220.775,1.8953
IMG_4931,71.824,129.747,218.802,1.9001
IMG_4932,72.31,126.873,222.143,1.9496
IMG_4933,73.242,131.069,218.416,2.1355
IMG_4934,71.516,129.452,218.453,1.9559
IMG_4935,75.481,132.602,221.075,1.7958
IMG_4936,73.764,127.901,221.909,1.9928
IMG_4937,71.973,128.293,220.594,2.1551
IMG_4938,71.623,127.554,221.745,2.2284
IMG_4939,83.406,120.666,243.366,-1.0792
IMG_4940,83.401,121.907,241.448,-0.5913
IMG_4941,83.345,112.152,246.73,-0.9974
IMG_4942,83.217,111.294,246.625,-1.055
IMG_4943,83.019,116.812,244.567,-0.6322
IMG_4944,83.161,121.607,242.336,-1.2295
IMG_4945,83.692,102.158,250.642,-0.3045
IMG_4946,83.56,108.426,248.584,-0.2664
IMG_4947,83.074,114.258,245.88,-0.7666
IMG_4948,82.904,105.757,249.325,-0.7212
IMG_4949,82.346,113.19,245.796,-0.4522
IMG_4950,82.842,122.119,242.919,-0.6266
IMG_4951,82.353,115.92,245.723,-0.7419
IMG_4952,82.608,125.717,240.177,-0.4387
IMG_4953,82.195,118.451,243.903,-0.1925
IMG_4954,81.775,129.752,236.407,-0.651
IMG_4955,82.094,130.975,236.673,-0.4875
IMG_4956,81.65,123.002,241.84,-0.2224
IMG_4957,81.818,131.061,235.189,-0.5876
IMG_4958,81.216,127.865,237.115,0.061
IMG_4959,81.589,134.119,233.681,-0.1038
IMG_4960,80.372,140.562,225.039,-0.067
IMG_4961,79.248,129.11,233.754,0.1318
IMG_4962,79.55,133.393,230.829,-0.1087
IMG_4963,78.834,134.94,227.073,-0.1282
IMG_4964,79.411,130.597,233.653,-0.7782
IMG_4965,79.5,132.211,232.247,-0.544
IMG_4966,78.736,129.507,233.373,-0.1206
IMG_4967,78.922,136.313,227.302,0.0375
IMG_4968,79.627,136.13,228.42,-0.216
IMG_4969,79.807,145.002,220.05,-0.4591
IMG_4970,77.758,136.343,224.597,-0.6739
IMG_4971,79.791,143.249,222.876,-1.2519
IMG_4972,79.765,143.804,220.736,-0.259
IMG_4973,81.006,149.229,218.241,-0.8757
IMG_4974,80.8,147.432,220.496,-0.606
IMG_4975,79.56,137.782,227.59,-1.741
IMG_4976,80.747,147.805,219.038,-1.5027
IMG_4977,79.322,141.832,223.251,-1.0381
IMG_4978,80.477,145.879,221.437,-1.1906
IMG_4979,79.357,142.178,222.841,-1.2276
IMG_4980,80.004,147.258,219.294,-2.1402
IMG_4981,79.257,144.055,220.939,-2.3031
IMG_4982,79.755,143.117,222.565,-1.2741
IMG_4983,77.958,139.886,221.941,-0.7119
IMG_4984,78.847,146.618,216.202,-1.4639
IMG_4985,78.611,144.698,218.189,-1.053
IMG_4986,79.167,148.203,215.387,-1.7811
IMG_4987,77.371,135.344,225.734,-1.5462
IMG_4988,83.139,140.581,228.13,-2.9144
IMG_4989,82.766,122.597,241.66,-2.7729
IMG_4990,82.348,115.163,246.135,-1.9427
IMG_4991,82.833,133.147,235.396,-1.7041
IMG_4992,83.045,129.436,238.166,-1.6728
IMG_4993,82.359,118.497,243.748,-1.2495
IMG_4994,82.375,119.768,243.21,-1.1438
IMG_4995,82.581,122.001,242.232,-0.6276
IMG_4996,82.903,123.722,241.617,-0.6074
IMG_4997,82.581,130.243,237.539,-1.1124
IMG_4998,82.811,128.043,238.603,-1.0891
IMG_4999,82.865,139.153,231.158,-0.8495
IMG_5000,83.092,141.38,229.472,-0.5
IMG_5001,81.897,129.456,237.113,-0.0894
IMG_5002,82.202,136.016,232.6,0.0119
IMG_5003,82.566,148.071,220.942,-0.9533
IMG_5004,81.885,136.819,232.336,-1.2032
IMG_5005,82.525,151.023,219.072,0.0891
IMG_5006,81.844,147.285,221.382,-2.2275
IMG_5007,81.611,150.636,217.258,-0.7875
IMG_5008,80.929,144.121,223.046,-1.6586
IMG_5009,81.82,160.118,207.492,-2.5629
IMG_5010,81.561,161.611,206.522,-1.2979
IMG_5011,82.042,167.143,197.818,-0.1533
IMG_5012,81.015,154.792,212.157,0.0727
IMG_5013,80.027,144.262,222.478,-0.1405
IMG_5014,81.058,154.702,212.354,-1.0687
IMG_5015,80.369,148.93,217.322,-1.8043
IMG_5016,81.06,153.312,213.713,-0.48
IMG_5017,80.332,150.413,216.02,-0.5977
IMG_5018,80.574,154.755,211.463,-0.1082
IMG_5019,80.767,158.707,207.181,-0.272
IMG_5020,80.377,153.611,213.614,-0.136
IMG_5021,79.923,150.67,214.715,-1.4593
IMG_5022,80.014,149.45,215.679,-0.8852
IMG_5023,79.61,146.543,219.423,-1.001
IMG_5024,79.715,147.494,217.97,-0.038
IMG_5025,80.514,154.423,210.95,-0.4235
IMG_5026,81.033,160.977,204.74,0.3612
IMG_5027,80.629,158.043,208.168,-0.5789
IMG_5028,80.069,151.778,214.016,-0.221
IMG_5029,80.432,156.427,208.353,-0.4595
IMG_5030,79.244,145.763,219.046,-0.7532
IMG_5031,80.128,151.807,213.215,-0.1508
IMG_5032,78.794,142.734,221.703,-0.2343
IMG_5033,79.228,146.06,217.58,0.4467
IMG_5034,79.592,149.377,215.702,0.6243
IMG_5035,79.865,152.267,212.035,-0.4124
IMG_5036,79.78,150.349,214.625,-0.5665
IMG_5037,80.513,163.366,196.561,-5.5687
IMG_5038,81.01,169.111,187.677,-7.7132
IMG_5039,80.834,169.435,186.421,-7.515
IMG_5040,80.354,168.145,184.7,-7.342
IMG_5041,80.347,165.565,193.03,-6.1952
IMG_5042,79.863,167.363,185.912,-6.7818
IMG_5043,80.081,170.336,180.978,-7.3861
IMG_5044,79.742,168.755,180.073,-7.5833
IMG_5045,79.543,169.804,177.216,-8.005
IMG_5046,79.116,168.073,179.289,-7.5572
IMG_5047,79.079,162.566,193.57,-6.0339
IMG_5048,78.769,161.03,192.675,-6.0262
IMG_5049,78.404,158.867,196.136,-5.5156
IMG_5050,77.626,153.349,204.065,-4.8353
IMG_5051,77.802,151.96,206.222,-4.7613
IMG_5052,77.723,149.4,211.622,-4.5504
IMG_5053,77.658,149.316,210.555,-4.4129
IMG_5054,77.614,148.956,211.162,-4.623
IMG_5055,77.154,151.55,205.066,-4.3528
IMG_5056,76.246,143.169,215.36,-3.7083
IMG_5057,76.177,142.724,215.127,-3.7881
IMG_5058,76.285,148.741,207.617,-3.1595
IMG_5059,77.146,153.514,199.797,-2.9384
IMG_5060,75.443,137.709,219.72,-1.7434
IMG_5061,75.746,135.533,223.684,-1.3299
IMG_5062,76.174,144.37,211.749,-1.4893
IMG_5063,74.575,124.78,232.646,-1.203
IMG_5064,74.148,125.865,231.424,-0.7937
IMG_5065,71.53,117.691,237.656,-0.646
IMG_5066,88.234,189.828,138.358,-24.5268
IMG_5067,87.686,189.172,136.631,-25.6726
IMG_5068,87.166,188.16,134.515,-25.2968
IMG_5069,86.902,186.126,128.597,-25.5728
IMG_5070,86.67,184.707,131.336,-25.0948
IMG_5071,86.262,184.804,131.91,-24.1499
IMG_5072,86.513,184.961,133.627,-24.348
IMG_5073,85.768,184.632,133.477,-22.8512
IMG_5074,85.907,187.308,133.055,-22.0925
IMG_5075,85.251,183.072,130.853,-21.9851
IMG_5076,84.017,182.096,143.978,-23.0255
IMG_5077,84.184,180.001,139.818,-20.7237
IMG_5078,81.868,178.921,160.088,-20.5481
IMG_5079,82.371,179.812,160.335,-13.5066
IMG_5080,83.463,181.137,144.52,-17.3696
IMG_5081,82.641,180.784,149.883,-16.9005
IMG_5082,81.877,177.549,160.167,-18.3407
IMG_5083,80.96,172.158,176.592,-17.0831
IMG_5084,80.937,171.569,175.263,-13.2591
IMG_5085,80.584,168.497,186.57,-9.3101
IMG_5086,80.307,166.096,190.894,-4.8389
IMG_5087,80.252,168.343,188.288,-3.5797
IMG_5088,80.015,166.909,193.463,-1.8693
IMG_5089,80.048,167.664,188.692,-2.6022
IMG_5090,80.06,166.3,189.455,-2.1747
IMG_5091,79.913,165.982,188.406,-4.5652
IMG_5092,79.876,167.672,186.841,-6.314
IMG_5093,79.721,164.312,193.079,-3.8808
IMG_5094,80.239,168.625,181.979,-4.9588
IMG_5095,80.367,170.679,172.7,-6.899
IMG_5096,80.576,172.214,164.727,-10.0157
IMG_5097,86.451,176.168,192.645,-16.2318
IMG_5098,86.766,176.95,193.509,-16.4935
IMG_5099,86.62,179.612,189.052,-18.4999
IMG_5100,87.383,186.001,178.506,-18.8175
IMG_5101,87.556,190.169,170.046,-17.8561
IMG_5102,86.663,186.791,177.914,-18.1412
IMG_5103,86.529,184.145,181.609,-17.3731
IMG_5104,86.466,183.359,180.576,-18.5863
IMG_5105,86.517,186.136,176.204,-16.4444
IMG_5106,86.069,183.096,177.715,-16.1402
IMG_5107,85.932,183.9,174.254,-16.7682
IMG_5108,85.373,182.558,178.858,-18.634
IMG_5109,85.608,183.717,174.957,-17.8047
IMG_5110,86.106,186.534,167.799,-16.2502
IMG_5111,85.261,186.03,166.039,-15.7851
IMG_5112,85.358,186.948,160.014,-14.9012
IMG_5113,85.455,186.951,154.219,-16.3199
IMG_5114,85.887,186.741,148.601,-15.3765
IMG_5115,84.81,183.304,144.012,-13.6442
IMG_5116,85.627,185.378,137.899,-12.7598
IMG_5117,85.141,185.003,134.708,-12.4612
IMG_5118,85.21,183.745,128.433,-11.7346
IMG_5119,82.88,180.818,144.069,-11.5337
IMG_5120,81.583,176.213,176.929,-6.9932
IMG_5121,81.249,172.096,183.763,-3.7721
IMG_5122,81.28,171.896,186.511,-3.3104
IMG_5123,80.919,173.152,182.45,-4.1184
IMG_5124,80.789,171.91,182.957,-4.3874
IMG_5125,80.807,176.599,168.137,-6.1842
IMG_5126,80.643,175.476,152.901,-9.9041
IMG_5127,81.177,175.564,156.104,-11.3472
IMG_5128,80.421,173.122,153.203,-12.7951
IMG_5129,81.475,174.956,144.447,-15.7469
IMG_5130,81.55,176.114,142.954,-16.7241
IMG_5131,82.137,174.692,142.042,-17.3212
IMG_5132,81.452,172.141,133.821,-17.899
IMG_5133,83.747,176.784,127.538,-20.788
IMG_5134,82.898,175.558,122.102,-18.8964
IMG_5135,85.091,176.989,113.515,-18.1473
IMG_5136,83.486,175.681,115.542,-16.9858
IMG_5137,85.268,179.977,114.68,-16.6217
IMG_5138,84.418,177.734,115.527,-16.1499
IMG_5139,84.905,177.949,115.319,-17.9796
IMG_5140,83.09,175.886,118.92,-19.4432
IMG_5141,84.73,179.532,119.648,-19.2289
IMG_5142,82.353,173.635,118.079,-16.6663
IMG_5143,81.752,172.856,121.877,-15.6644
IMG_5144,83.164,175.861,123.384,-14.8485
IMG_5145,84.159,176.758,118.655,-18.1538
IMG_5146,89.4,204.226,152.422,-16.8753
IMG_5147,89.417,203.394,153.114,-18.2687
IMG_5148,88.903,202.371,150.798,-20.5298
IMG_5149,88.574,202.224,148.886,-19.8395
IMG_5150,88.931,203.2,148.932,-18.76
IMG_5151,88.942,202.109,148.574,-18.9461
IMG_5152,88.231,200.873,152.082,-17.1245
IMG_5153,87.678,198.155,157.129,-14.8734
IMG_5154,87.55,198.292,154.753,-14.1516
IMG_5155,87.241,196.564,153.375,-14.9128
IMG_5156,87.557,197.552,147.138,-14.8788
IMG_5157,87.217,197.108,152.494,-14.3381
IMG_5158,86.615,196.343,154.504,-10.7919
IMG_5159,87.3,194.066,149.039,-13.3287
IMG_5160,85.759,191.307,161.947,-16.3917
IMG_5161,85.231,189.881,157.608,-10.7645
IMG_5162,85.197,188.688,155.632,-15.4326
IMG_5163,84.328,187.963,158.339,-12.8616
IMG_5164,84.812,188.783,147.176,-12.0719
IMG_5165,83.016,183.951,161.234,-12.9142
IMG_5166,82.938,183.244,160.564,-8.4468
IMG_5167,80.758,174.766,174.149,-7.7598
IMG_5168,80.608,174.114,177.192,-8.517
IMG_5169,80.854,175.825,167.704,-7.8534
IMG_5170,80.974,176.1,162.073,-11.9654
IMG_5171,80.774,176.95,160.743,-12.2612
IMG_5172,80.255,173.978,166.537,-12.1602
IMG_5173,81.476,178.26,147.596,-12.5864
IMG_5174,80.001,175.282,139.21,-15.4608
IMG_5175,81.245,175.665,137.539,-18.0634
IMG_5176,80.676,179.712,142.237,-12.5825
IMG_5177,80.8,176.981,154.033,-14.5197
IMG_5178,80.098,173.506,164.034,-14.3761
IMG_5179,80.233,174.807,158.35,-17.401
IMG_5180,80.822,174.401,146.656,-19.1
IMG_5181,81.056,175.725,145.058,-18.748
IMG_5182,82.655,177.915,132.036,-19.3431
IMG_5183,81.165,176.184,139.96,-20.1781
IMG_5184,81.373,176.041,138.166,-18.4674
IMG_5185,81.153,176.603,148.317,-15.1607
IMG_5186,79.393,173.294,153.552,-15.6223
IMG_5187,81.085,174.866,142.664,-16.4938
IMG_5188,81.414,174.695,137.656,-20.7469
IMG_5189,83.734,176.978,125.609,-20.9997
IMG_5190,82.333,173.388,127.321,-20.7382
IMG_5191,82.172,171.545,127.704,-20.1859
IMG_5192,81.079,169.498,131.882,-18.8555
IMG_5193,81.638,169.818,129.384,-20.8306
IMG_5194,81.467,171.228,126.655,-18.278
IMG_5195,89.123,204.035,142.501,-23.2178
IMG_5196,88.901,204.147,144.017,-20.3757
IMG_5197,89.53,205.582,139.776,-20.0959
IMG_5198,89.234,205.895,141.797,-20.3428
IMG_5199,89.251,203.067,142.2,-21.2155
IMG_5200,89.794,204.995,137.281,-22.6504
IMG_5201,87.326,198.024,147.846,-21.2001
IMG_5202,88.662,200.583,139.744,-22.5772
IMG_5203,89.739,204.009,136.633,-22.5379
IMG_5204,88.525,202.808,142.939,-23.782
IMG_5205,85.28,186.243,178.171,-17.8534
IMG_5206,84.557,174.338,193.259,-8.0124
IMG_5207,84.654,176.054,189.308,-9.2251
IMG_5208,84.623,180.475,180.392,-14.3773
IMG_5209,84.555,179.39,183.195,-10.8412
IMG_5210,84.429,186.828,173.097,-8.506
IMG_5211,84.005,185.332,171.732,-6.2592
IMG_5212,83.704,182.11,179.677,-7.0736
IMG_5213,83.153,174.446,191.88,-8.415
IMG_5214,82.022,163.73,203.066,-5.0574
IMG_5215,81.606,164.299,202.672,-3.0358
IMG_5216,81.159,160.066,205.479,-3.9938
IMG_5217,81.436,165.653,196.221,-7.341
IMG_5218,83.18,179.987,156.82,-15.6926
IMG_5219,83.16,185.789,142.63,-17.109
IMG_5220,82.825,182.709,159.569,-11.3091
IMG_5221,82.823,182.638,157.416,-8.7939
IMG_5222,80.89,176.811,165.032,-9.7867
IMG_5223,82.406,182.094,142.767,-13.6613
IMG_5224,81.89,180.079,149.974,-17.9054
IMG_5225,81.154,176.174,169.992,-13.8606
IMG_5226,80.717,172.077,178.252,-12.1588
IMG_5227,80.703,172.716,175.609,-7.7662
IMG_5228,80.338,170.958,172.873,-6.6887
IMG_5229,80.861,176.658,154.143,-7.7847
IMG_5230,80.474,171.062,178.391,-11.2196
IMG_5231,79.938,173.336,168.715,-10.2135
IMG_5232,80.534,178.125,156.21,-13.3947
IMG_5233,80.314,176.934,155.749,-11.3044
IMG_5234,81.61,178.844,149.408,-12.616
IMG_5235,80.065,175.375,161.27,-11.5191
IMG_5236,79.863,174.876,163.641,-6.5267
IMG_5237,80.247,173.736,172.833,-9.524
IMG_5238,79.345,171.313,172.748,-6.0833
IMG_5239,79.828,170.384,178.042,-8.1865
IMG_5240,80.279,175.628,165.238,-3.9569
IMG_5241,80.518,176.534,161.012,-10.7971
IMG_5242,78.861,170.48,173.452,-8.0757
IMG_5243,79.553,173.994,168.963,-4.1791
IMG_5244,83.501,121.331,242.641,-2.2416
IMG_5245,83.579,121.189,242.37,-2.2442
IMG_5246,83.677,129.38,237.494,-2.2653
IMG_5247,83.368,124.538,240.232,-2.0075
IMG_5248,83.342,127.581,238.997,-2.7159
IMG_5249,83.305,119.493,242.641,-1.8966
IMG_5250,83.487,129.513,236.86,-2.313
IMG_5251,83.311,129.259,236.994,-2.1016
IMG_5252,83.207,122.044,241.257,-2.0732
IMG_5253,83.203,124.314,240.483,-2.3254
IMG_5254,83.112,125.573,239.963,-2.514
IMG_5255,82.791,123.008,241.449,-1.7572
IMG_5256,82.735,131.607,236.758,-2.0612
IMG_5257,82.29,128.644,238.346,-2.6089
IMG_5258,82.196,139.096,230.217,-2.6601
IMG_5259,82.004,138.954,230.021,-3.1922
IMG_5260,81.569,131.254,236.931,-2.7151
IMG_5261,80.956,123.037,241.955,-1.7717
IMG_5262,79.918,120.967,242.313,-1.3207
IMG_5263,79.561,123.438,240.154,-1.3
IMG_5264,79.234,123.585,239.756,-1.4999
IMG_5265,78.882,129.66,234.732,-1.473
IMG_5266,79.333,138.453,227.52,-1.5338
IMG_5267,79.176,138.367,227.537,-1.8679
IMG_5268,79.153,141.871,223.468,-1.9729
IMG_5269,80.05,152.758,211.485,-3.0446
IMG_5270,79.465,143.779,221.887,-3.252
IMG_5271,78.884,144.134,218.868,-2.4544
IMG_5272,79.184,153.962,204.931,-2.1784
IMG_5273,78.234,140.192,223.695,-3.1273
IMG_5274,77.98,137.738,226.103,-1.6515
IMG_5275,77.416,128.902,233.368,-1.1601
IMG_5276,77.662,135.271,227.799,-1.3678
IMG_5277,77.858,142.369,221.812,-2.1303
IMG_5278,78.169,143.434,220.281,-2.4655
IMG_5279,78.117,141.442,223.123,-3.033
IMG_5280,77.658,137.267,226.7,-2.197
IMG_5281,77.142,129.505,232.744,-2.0047
IMG_5282,76.674,129.865,230.588,-0.9958
IMG_5283,78.243,148.023,214.605,-0.8897
IMG_5284,77.19,130.621,230.607,-0.0878
IMG_5285,78.332,153.989,206.399,-0.4891
IMG_5286,75.165,117.803,238.734,-0.0002
IMG_5287,76.28,123.722,235.51,0.1174
IMG_5288,76.171,131.888,227.371,-0.2514
IMG_5289,77.169,131.197,229.443,-0.5778
IMG_5290,73.485,120.026,235.223,-0.6929
IMG_5291,72.891,126.001,226.589,-0.5427
IMG_5292,71.111,124.228,228.705,-0.356
IMG_5293,84.763,153.591,222.218,-3.1895
IMG_5294,86.696,176.185,184.229,-2.9172
IMG_5295,86.758,185.875,176.713,-3.3265
IMG_5296,85.96,181.09,189.232,-3.2806
IMG_5297,90.083,194.675,150.445,-2.7949
IMG_5298,89.722,201.581,144.723,-2.5554
IMG_5299,89.801,195.584,147.704,-2.2701
IMG_5300,85.987,169.612,194.118,-3.78
IMG_5301,93.405,199.319,132.956,-2.4446
IMG_5302,94.396,209.503,118.586,-1.7641
IMG_5303,94.502,207.813,119.418,-2.2296
IMG_5304,94.889,212.133,106.873,1.1304
IMG_5305,89.019,194.863,143.317,-0.8747
IMG_5306,92.248,200.961,120.636,-3.5357
IMG_5307,87.749,190.654,144.832,-1.5016
IMG_5308,84.232,177.329,189.288,-3.3988
IMG_5309,83.321,167.234,201.486,-3.7413
IMG_5310,82.366,158.611,210.541,-3.0799
IMG_5311,81.821,153.05,216.438,-1.8395
IMG_5312,81.851,154.381,214.639,-1.4255
IMG_5313,81.318,148.383,220.837,-1.5413
IMG_5314,81.047,155.153,212.242,-1.4809
IMG_5315,80.77,148.12,220.38,-1.2149
IMG_5316,80.503,153.432,212.914,-1.4373
IMG_5317,80.497,153.271,211.635,-1.0972
IMG_5318,79.633,146.822,219.417,-1.3326
IMG_5319,79.555,144.963,221.454,-0.7616
IMG_5320,79.466,143.538,223.31,-0.9022
IMG_5321,79.819,152.449,212.878,-0.6636
IMG_5322,79.334,148.323,216.611,-0.2892
IMG_5323,80.072,156.247,208.784,-0.4919
IMG_5324,79.388,147.556,217.554,-0.4046
IMG_5325,80.122,155.203,209.627,-0.5068
IMG_5326,79.247,146.307,219.017,-0.7039
IMG_5327,79.562,151.859,213.143,-1.0344
IMG_5328,80.318,164.71,194.936,-1.412
IMG_5329,80.16,169.121,187.656,-1.0436
IMG_5330,79.968,164.914,196.713,-1.089
IMG_5331,80.531,172.042,179.459,-2.275
IMG_5332,80.147,172.779,172.846,-2.6287
IMG_5333,81.775,174.59,148.624,-2.9845
IMG_5334,80.317,169.524,186.693,-6.1525
IMG_5335,81.422,178.468,157.774,-8.4566
IMG_5336,83.291,180.009,126.699,-12.092
IMG_5337,88.111,179.191,92.358,-18.5855
IMG_5338,88.213,174.704,97.829,-24.6713
IMG_5339,85.92,178.282,102.572,-26.7536
IMG_5340,89.057,181.717,94.88,-24.2617
IMG_5341,93.069,181.977,74.354,-31.1413
IMG_5342,96.807,229.196,118.81,-37.1811
IMG_5343,96.703,228.35,117.494,-35.0897
IMG_5344,96.728,227.131,117.307,-37.1154
IMG_5345,97.087,230.232,117.667,-37.5164
IMG_5346,96.444,227.009,115.838,-36.3294
IMG_5347,96.666,227.831,114.351,-37.5877
IMG_5348,96.834,227.851,114.576,-35.1597
IMG_5349,96.853,227.46,113.26,-36.9031
IMG_5350,96.876,227.784,112.906,-36.2485
IMG_5351,97.018,225.631,110.713,-36.4599
IMG_5352,96.624,225.403,108.624,-35.7905
IMG_5353,97.101,225.657,107.6,-35.0164
IMG_5354,96.893,223.883,104.89,-35.0846
IMG_5355,96.528,222.001,102.836,-35.8565
IMG_5356,96.517,220.832,101.308,-31.7781
IMG_5357,96.829,219.06,96.307,-35.3211
IMG_5358,96.506,215.902,92.581,-34.4553
IMG_5359,96.618,212.362,87.877,-34.2342
IMG_5360,96.596,209.921,85.232,-32.4979
IMG_5361,96.434,207.165,82.094,-33.2673
IMG_5362,95.745,204.655,79.908,-31.7098
IMG_5363,96.463,203.376,77.68,-31.2581
IMG_5364,96.839,203.777,76.502,-30.0143
IMG_5365,95.984,200.871,74.474,-29.895
IMG_5366,95.973,199.606,73.79,-28.8791
IMG_5367,96.146,198.608,73.15,-28.7869
IMG_5368,96.405,199.673,72.931,-28.5988
IMG_5369,96.171,195.782,70.682,-29.0916
IMG_5370,95.823,192.807,69.592,-30.9453
IMG_5371,96,194.667,69.605,-27.9812
IMG_5372,95.86,193.94,68.854,-28.9236
IMG_5373,95.738,194.396,68.583,-28.4157
IMG_5374,95.434,191.765,68.455,-29.7909
IMG_5375,94.534,189.903,66.772,-27.3544
IMG_5376,95.366,192.595,69.787,-28.9969
IMG_5377,94.175,190.087,70.407,-29.6843
IMG_5378,94.904,192.12,72.028,-28.7691
IMG_5379,94.353,188.136,70.932,-30.0472
IMG_5380,93.534,188.23,69.789,-30.3929
IMG_5381,93.889,189.416,70.153,-30.2688
IMG_5382,93.979,189.073,69.468,-27.7453
IMG_5383,94.225,188.381,69.944,-29.089
IMG_5384,94.565,188.56,69.993,-29.2118
IMG_5385,94.355,186.609,69.295,-29.5518
IMG_5386,94.184,188.839,69.55,-28.8935
IMG_5387,94.152,187.425,69.475,-28.4842
IMG_5388,94.156,189.554,70.331,-29.1704
IMG_5389,93.22,185.782,70.534,-29.2834
IMG_5390,93.195,184.398,71.399,-27.9003
IMG_5391,89.906,205.463,155.376,-22.9054
IMG_5392,90.26,207.987,150.627,-24.4595
IMG_5393,90.503,210.74,149.466,-24.9045
IMG_5394,90.891,211.825,147.825,-24.6722
IMG_5395,91.013,212.213,146.006,-22.8214
IMG_5396,90.442,208.159,150.297,-22.4711
IMG_5397,90.373,207.738,149.506,-24.0608
IMG_5398,90.802,210.169,145.88,-25.1847
IMG_5399,91.608,213.372,142.518,-24.6606
IMG_5400,90.798,209.028,135.438,-24.8749
IMG_5401,91.363,209.529,134.159,-25.763
IMG_5402,91.489,208.689,133.284,-25.2131
IMG_5403,91.548,208.763,132.653,-24.9328
IMG_5404,91.796,208.232,131.163,-23.7758
IMG_5405,91.633,206.83,131.142,-23.8615
IMG_5406,90.813,203.453,126.545,-22.4802
IMG_5407,91.113,203.427,129.616,-24.9612
IMG_5408,91.262,203.073,127.185,-27.3355
IMG_5409,90.974,200.327,124.307,-25.7481
IMG_5410,90.174,196.461,122.82,-24.7417
IMG_5411,90.485,195.738,115.695,-19.6586
IMG_5412,90.383,195.018,108.807,-16.7858
IMG_5413,90.573,194.622,106.801,-13.5434
IMG_5414,90.154,193.695,105.699,-12.5956
IMG_5415,90.545,193.766,102.084,-10.5683
IMG_5416,90.295,192.127,99.691,-12.2055
IMG_5417,89.532,186.75,96.591,-7.476
IMG_5418,90.325,189.018,96.628,-10.5689
IMG_5419,90.462,188.627,94.52,-6.2469
IMG_5420,89.5,184.042,91.432,-7.7205
IMG_5421,88.395,179.567,90.61,-7.7204
IMG_5422,90.755,186.783,90.879,-7.0752
IMG_5423,89.827,185.281,86.559,-6.0574
IMG_5424,90.77,187.015,86.601,-7.1508
IMG_5425,89.217,179.078,81.842,-6.5961
IMG_5426,91.164,186.767,84.637,-6.5058
IMG_5427,89.313,178.4,81.446,-7.9894
IMG_5428,89.795,177.979,79.651,-4.9328
IMG_5429,91.025,182.794,81.147,-3.6797
IMG_5430,90.017,178.986,78.866,-4.4895
IMG_5431,90.642,180.625,79.169,-7.403
IMG_5432,90.213,178.305,79.084,-3.5033
IMG_5433,89.992,177.105,78.156,-5.2332
IMG_5434,89.175,174.364,76.745,-5.4685
IMG_5435,87.189,167.928,75.732,-3.9364
IMG_5436,90.329,178.252,79.304,-5.1957
IMG_5437,90.838,181.193,77.196,-4.6171
IMG_5438,90.341,206.871,155.194,-21.6362
IMG_5439,90.09,206.762,155.141,-20.7013
IMG_5440,90.595,206.987,155.857,-20.2841
IMG_5441,91.018,208.856,154.009,-20.6739
IMG_5442,91.027,209.342,152.594,-20.1377
IMG_5443,90.371,207.604,153.24,-19.8558
IMG_5444,90.691,207.073,152.958,-19.9769
IMG_5445,89.869,205.203,150.521,-19.7463
IMG_5446,90.098,205.307,152.225,-19.2883
