Year,Month,Day,Time,Min,Temperature(C),Absolute_Humidity(g/m^3),Radiation(Ldown-Lup)(Wm^2),Long_wave_downward(W/m^2),Long_wave_upward(W/m^2)
2025,12,8,1,50,17.28,12.250252345581268,-27.692999999999984,364.9834,392.6764
2025,12,8,2,0,17.13,12.242771374572328,-28.049300000000017,363.8603,391.9096
2025,12,8,2,10,16.87,12.182541234381487,-26.455300000000022,362.8553,389.3106
2025,12,8,2,20,17.87,13.237725048638936,-29.121500000000022,363.4557,392.5772
2025,12,8,2,30,18.01,13.1641531844737,-27.444500000000005,364.988,392.4325
2025,12,8,2,40,17.64,12.967341984684936,-26.747599999999977,364.1729,390.9205
2025,12,8,2,50,17.44,13.050987163927369,-29.076899999999966,365.8333,394.9102
2025,12,8,3,0,16.75,12.807384617442334,-7.586200000000019,390.3662,397.9524
2025,12,8,3,10,17.18,13.302774221645146,-4.383600000000001,395.684,400.0676
2025,12,8,3,20,17.96,14.212425791922955,-7.288299999999992,394.5161,401.8044
2025,12,8,3,30,19.14,15.569741358797906,-4.539199999999994,402.8177,407.3569
2025,12,8,19,30,18.93,12.76796846616693,-5.773599999999988,405.7627,411.5363
2025,12,8,19,40,18.87,12.551459776602334,-5.388899999999978,405.1367,410.5256
2025,12,8,19,50,18.73,12.508934007956078,-4.802000000000021,404.5632,409.3652
2025,12,8,20,0,18.7,12.50915950418438,-5.241800000000012,404.4136,409.6554
2025,12,8,20,10,18.65,12.547195311755718,-4.843200000000024,404.0334,408.8766
2025,12,8,20,20,18.5,12.637077635942155,-4.900399999999991,403.0572,407.9576
2025,12,8,20,30,18.37,12.758191009377915,-5.088300000000004,402.2749,407.3632
2025,12,8,20,40,18.47,12.676197442026169,-4.838400000000036,402.8282,407.6666
2025,12,8,20,50,18.54,12.65279272133716,-4.507499999999993,403.4441,407.9516
2025,12,8,21,0,18.41,12.757030979464718,-4.497700000000009,403.4225,407.9202
2025,12,8,21,10,18.21,13.041767662174204,-3.483699999999999,403.3126,406.7963
2025,12,8,21,20,18.06,13.295793549957033,-4.478600000000029,401.5929,406.0715
2025,12,8,21,30,17.97,13.561943153953552,-15.21120000000002,388.6123,403.8235
2025,12,8,21,40,18.05,13.51885007034155,-8.573500000000024,396.9744,405.5479
2025,12,8,21,50,18.18,13.453019008145125,-8.770299999999963,397.1976,405.9679
2025,12,8,22,0,18.24,13.251886729569092,-11.506899999999971,394.1711,405.678
2025,12,8,22,10,18.23,13.166206210637514,-8.295800000000042,397.9362,406.232
2025,12,8,22,20,18.23,13.306272234154934,-5.468299999999999,401.3661,406.8344
2025,12,8,22,30,18.15,13.367107204176971,-5.627900000000011,400.6176,406.2455
2025,12,8,22,40,18.02,13.464013074442846,-5.4255,400.5453,405.9708
2025,12,8,22,50,17.91,13.528871579704262,-4.995599999999968,400.3206,405.3162
2025,12,8,23,0,17.92,13.613320634727218,-6.068700000000035,399.037,405.1057
2025,12,8,23,10,17.98,13.57001458237484,-6.6597999999999615,398.6897,405.3495
2025,12,8,23,20,18.1,13.435549789653662,-11.980400000000031,393.1991,405.1795
2025,12,8,23,30,18.14,13.483006442843108,-4.648400000000038,401.6903,406.3387
2025,12,8,23,40,18.11,13.675322928844684,-4.572999999999979,401.4356,406.0086
2025,12,8,23,50,18.11,13.505347163627404,-5.072400000000016,400.6984,405.7708
2025,12,9,0,0,18.18,13.437502261884289,-3.8175999999999695,402.5835,406.4011
2025,12,9,0,10,18.24,13.407608077742642,-26.408799999999985,377.435,403.8438
2025,12,9,0,20,18.13,13.33576040369872,-22.570699999999988,381.1489,403.7196
2025,12,9,0,30,18.06,13.357419476028676,-21.919600000000003,381.5311,403.4507
2025,12,9,0,40,18.05,13.426466129086368,-22.3852,380.8646,403.2498
2025,12,9,0,50,18.02,13.510122708259432,-25.420999999999992,377.3032,402.7242
2025,12,9,1,0,17.97,13.57726738350604,-8.658200000000022,396.1142,404.7724
2025,12,9,1,10,18.01,13.655696827301188,-4.1614999999999895,401.8747,406.0362
2025,12,9,1,20,17.92,13.842501116793333,-3.5886999999999603,402.4279,406.0166
2025,12,9,1,30,17.78,13.954841317350962,-5.975699999999961,399.0957,405.0714
2025,12,9,1,40,17.74,14.027423654167418,-4.368100000000027,400.7215,405.0896
2025,12,9,1,50,17.7,14.069411087696407,-5.061399999999992,400.188,405.2494
2025,12,9,2,0,17.63,14.025810135097595,-5.604300000000023,399.6307,405.235
2025,12,9,2,10,17.64,14.019154196652426,-5.404100000000028,399.6678,405.0719
2025,12,9,2,20,17.67,14.0141575384283,-4.756399999999985,400.6806,405.437
2025,12,9,2,30,17.68,14.007456110639858,-4.893600000000049,400.2639,405.1575
2025,12,9,2,40,17.68,14.127950356752889,-4.916800000000023,400.2088,405.1256
2025,12,9,2,50,17.69,14.226802520738689,-3.688600000000008,401.8932,405.5818
2025,12,9,3,0,17.68,14.293629945158306,-3.294600000000002,402.6712,405.9658
2025,12,9,3,10,17.73,14.38162634719937,-2.907600000000002,403.3011,406.2087
2025,12,9,3,20,17.74,14.420433368616074,-2.651999999999987,403.6078,406.2598
2025,12,9,3,30,17.44,14.164552621600352,-2.847000000000037,402.6593,405.5063
2025,12,9,19,30,19.09,14.131993558608553,-26.723000000000013,381.495,408.218
2025,12,9,19,40,19.05,14.147699414871518,-26.58570000000003,381.1063,407.692
2025,12,9,19,50,19.1,14.173100542396469,-24.48740000000004,383.7922,408.2796
2025,12,9,20,0,19.18,14.108403151608716,-25.470700000000026,382.5992,408.0699
2025,12,9,20,10,19.22,14.0591896967079,-27.21690000000001,381.217,408.4339
2025,12,9,20,20,19.23,14.05096396561398,-27.341099999999983,381.1485,408.4896
2025,12,9,20,30,19.32,14.026042156726485,-26.8091,381.4924,408.3015
2025,12,9,20,40,19.37,14.050733348814443,-27.06720000000001,381.7066,408.7738
2025,12,9,20,50,19.38,14.15894952934912,-26.79789999999997,381.9569,408.7548
2025,12,9,21,0,19.32,14.175431954845465,-26.81,381.5428,408.3528
2025,12,9,21,10,19.26,14.141977625632876,-26.6721,381.2977,407.9698
2025,12,9,21,20,19.29,14.133845920228149,-26.325099999999964,380.824,407.1491
2025,12,9,21,30,19.24,14.05924385724402,-26.82249999999999,380.494,407.3165
2025,12,9,21,40,19.2,14.009667679752704,-25.101699999999997,381.5862,406.6879
2025,12,9,21,50,19.27,13.885508077654988,-26.323499999999967,379.9642,406.2877
2025,12,9,22,0,19.19,13.919053131417083,-26.02679999999998,379.7593,405.7861
2025,12,9,22,10,19.13,13.919154909613203,-26.804100000000005,379.2938,406.0979
2025,12,9,22,20,19.11,13.98472391378955,-26.5471,379.3235,405.8706
2025,12,9,22,30,19.1,13.99286458174172,-25.91500000000002,379.3683,405.2833
2025,12,9,22,40,19.18,13.993165319565232,-25.5573,379.5721,405.1294
2025,12,9,22,50,19.11,13.968329161252866,-26.12739999999997,378.7615,404.8889
2025,12,9,23,0,19.03,13.951521557950445,-26.22919999999999,378.5503,404.7795
2025,12,9,23,10,19.1,13.927324232412715,-26.403599999999983,378.2413,404.6449
2025,12,9,23,20,19.23,13.869341634683598,-26.74890000000005,378.787,405.5359
2025,12,9,23,30,19.34,13.876380896002832,-27.09460000000001,378.9547,406.0493
2025,12,9,23,40,19.26,13.860792105591052,-25.20080000000001,379.4882,404.689
2025,12,9,23,50,19.1,13.927324232412715,-25.081799999999987,378.979,404.0608
2025,12,10,0,0,18.85,13.852458832960542,-23.37609999999995,378.3928,401.7689
2025,12,10,0,10,18.64,13.872839841899554,-23.245300000000043,377.3031,400.5484
2025,12,10,0,20,18.6,13.919570530913363,-23.791600000000017,376.5619,400.3535
2025,12,10,0,30,18.54,13.965309931718917,-25.18610000000001,375.889,401.0751
2025,12,10,0,40,18.74,14.099523026861975,-25.70169999999996,376.0527,401.7544
2025,12,10,0,50,18.79,14.06082922774394,-25.71210000000002,375.9915,401.7036
2025,12,10,1,0,18.77,14.140626517044009,-25.8372,376.0594,401.8966
2025,12,10,1,10,18.54,14.060419874500209,-24.872799999999984,375.4724,400.3452
2025,12,10,1,20,18.3,13.955531413583662,-24.626000000000037,374.3058,398.9318
2025,12,10,1,30,17.72,13.633265666035198,-23.6096,372.9574,396.567
2025,12,10,1,40,17.54,13.726628004415868,-24.08160000000004,371.4095,395.4911
2025,12,10,1,50,17.35,13.70459577621391,-24.90780000000001,370.6513,395.5591
2025,12,10,2,0,17.16,13.63727555809542,-25.0702,369.9402,395.0104
2025,12,10,2,10,17.01,13.631020036420445,-23.91089999999997,369.8831,393.794
2025,12,10,2,20,17.04,13.69904493185567,-22.21690000000001,372.2666,394.4835
2025,12,10,2,30,17.0,13.680696418558698,-18.76339999999999,375.3105,394.0739
2025,12,10,2,40,17.14,13.854286829398411,-17.888800000000003,376.8933,394.7821
2025,12,10,2,50,16.85,13.629795825038254,-18.026400000000024,376.6697,394.6961
2025,12,10,3,0,16.9,13.713883930463428,-16.7063,378.4134,395.1197
2025,12,10,3,10,16.98,13.79429823015158,-13.505400000000009,380.065,393.5704
2025,12,10,3,20,17.03,13.85020022362469,-13.005399999999952,381.636,394.6414
2025,12,10,3,30,16.98,13.79429823015158,-11.002900000000013,383.1252,394.1281
2025,12,10,19,30,18.05,13.965372453074927,-9.073300000000016,400.1296,409.2029
2025,12,10,19,40,18.03,13.871877623043634,-10.31959999999998,398.3894,408.709
2025,12,10,19,50,18.07,13.904911083815833,-10.101799999999969,399.0513,409.1531
2025,12,10,20,0,18.08,13.959454536103449,-9.092399999999998,400.2185,409.3109
2025,12,10,20,10,18.05,13.888385835362278,-9.507900000000006,399.2101,408.718
2025,12,10,20,20,17.99,13.83891224818074,-20.62529999999998,385.6068,406.2321
2025,12,10,20,30,17.85,13.754498228393544,-24.9819,379.3516,404.3335
2025,12,10,20,40,17.56,13.56357480976073,-30.55180000000001,368.5578,399.1096
2025,12,10,20,50,17.39,13.530161518483798,-30.66429999999997,366.4626,397.1269
2025,12,10,21,0,17.27,13.550993175103876,-30.3759,365.2712,395.6471
2025,12,10,21,10,17.05,13.43166247364863,-30.344299999999976,364.0883,394.4326
2025,12,10,21,20,17.04,13.525088805736868,-31.16910000000001,364.5977,395.7668
2025,12,10,21,30,16.94,13.530689390105977,-29.3741,365.7529,395.127
2025,12,10,21,40,16.86,13.480232427527731,-26.76150000000001,367.5045,394.266
2025,12,10,21,50,16.78,13.42990753762462,-24.430399999999963,369.7782,394.2086
2025,12,10,22,0,16.55,13.259565993098722,-21.056700000000035,370.9738,392.0305
2025,12,10,22,10,16.35,13.114732953897304,-18.91210000000001,373.3463,392.2584
2025,12,10,22,20,16.66,13.475107638813476,-9.578599999999994,387.9023,397.4809
2025,12,10,22,30,16.9,13.713883930463428,-7.880800000000022,392.4212,400.302
2025,12,10,22,40,16.79,13.595061792746732,-7.930900000000008,393.3495,401.2804
2025,12,10,22,50,16.84,13.607292618980107,-7.193300000000022,394.9907,402.184
2025,12,10,23,0,16.94,13.68919586858432,-7.744699999999966,395.1967,402.9414
2025,12,10,23,10,17.08,13.804579090364054,-7.355700000000013,396.5848,403.9405
2025,12,10,23,20,17.09,13.798313103864242,-8.238400000000013,395.9337,404.1721
2025,12,10,23,30,17.28,13.956169839083582,-7.9746000000000095,396.5172,404.4918
2025,12,10,23,40,17.23,13.826503902184562,-9.388999999999951,394.9492,404.3382
2025,12,10,23,50,17.32,13.856929059739604,-14.81529999999998,387.8364,402.6517
2025,12,11,0,0,17.3,13.855086812112896,-9.70659999999998,394.6351,404.3417
2025,12,11,0,10,17.27,13.844940966320882,-14.287599999999998,388.7924,403.08
2025,12,11,0,20,17.22,13.803577558116052,-18.971900000000005,382.9343,401.9062
2025,12,11,0,30,17.16,13.695679307808888,-26.06120000000004,372.7707,398.8319
2025,12,11,0,40,17.03,13.560447080871034,-31.694500000000005,365.0452,396.7397
2025,12,11,0,50,16.89,13.461426200529848,-32.336299999999994,361.1256,393.4619
2025,12,11,1,0,16.64,13.289085114663427,-31.51769999999999,360.0504,391.5681
2025,12,11,1,10,16.36,13.12263899207568,-30.99380000000002,359.2997,390.2935
2025,12,11,1,20,16.22,13.053726770966591,-28.09119999999996,360.5416,388.6328
2025,12,11,1,30,16.16,13.07529396416836,-24.133200000000045,364.15,388.2832
2025,12,11,1,40,16.16,13.08904295887306,-20.34910000000002,369.654,390.0031
2025,12,11,1,50,16.04,12.99453577068085,-16.95580000000001,371.1448,388.1006
2025,12,11,2,0,15.84,12.865311678665948,-15.066599999999994,371.6989,386.7655
2025,12,11,2,10,15.76,12.843422853966407,-15.117899999999963,372.206,387.3239
2025,12,11,2,20,15.98,13.015506406092454,-14.027699999999982,374.668,388.6957
2025,12,11,2,30,15.93,12.989780950628306,-12.011900000000026,377.6151,389.627
2025,12,11,2,40,15.68,12.781338843251111,-6.364000000000033,387.224,393.588
2025,12,11,2,50,15.97,13.02123331001248,-4.387299999999982,392.237,396.6243
2025,12,11,3,0,16.21,13.22513056072751,-5.491600000000005,391.7819,397.2735
2025,12,11,3,10,16.26,13.23741531141909,-7.928799999999967,387.4565,395.3853
2025,12,11,3,20,16.35,13.267714992596002,-10.793000000000006,384.7155,395.5085
2025,12,11,3,30,16.4,13.238001070278328,-13.083799999999997,379.0389,392.1227
2025,12,11,19,30,19.0,12.798036761794416,-9.88670000000002,399.5802,409.4669
2025,12,11,19,40,19.05,12.814613650144594,-21.815600000000018,385.7337,407.5493
2025,12,11,19,50,18.94,12.76901764130714,-28.15639999999996,377.4449,405.6013
2025,12,11,20,0,18.9,12.800422333021745,-29.347399999999997,375.8795,405.2269
2025,12,11,20,10,18.91,12.799883715747834,-22.582899999999995,383.3942,405.9771
2025,12,11,20,20,18.85,12.79334309934491,-26.697600000000023,378.1327,404.8303
2025,12,11,20,30,18.75,12.799796624323443,-25.014200000000017,379.9727,404.9869
2025,12,11,20,40,18.87,12.75836085212134,-27.55529999999999,377.1119,404.6672
2025,12,11,20,50,19.02,12.809889479271648,-23.4212,381.886,405.3072
2025,12,11,21,0,19.31,12.87645712888671,-5.702199999999948,403.9066,409.6088
2025,12,11,21,10,19.54,13.023262833044654,-6.640499999999975,404.6474,411.2879
2025,12,11,21,20,19.46,13.06592215889156,-7.070899999999995,404.47,411.5409
2025,12,11,21,30,19.44,13.0488911873009,-14.009999999999993,396.6615,410.6715
2025,12,11,21,40,19.38,13.049554189755414,-28.205300000000022,379.7328,407.9381
2025,12,11,21,50,19.22,13.083957171971472,-28.308899999999998,378.6206,406.9295
2025,12,11,22,0,19.14,13.09139328807786,-27.63050000000004,378.5574,406.1879
2025,12,11,22,10,19.06,13.142566609800657,-21.382199999999955,385.439,406.8212
2025,12,11,22,20,19.17,13.17873092666268,-14.116199999999992,394.2228,408.339
2025,12,11,22,30,19.22,13.187915969024594,-19.496899999999982,388.8675,408.3644
2025,12,11,22,40,19.24,13.191899200951056,-16.740700000000004,391.2611,408.0018
2025,12,11,22,50,19.26,13.18263879254901,-19.23320000000001,388.9915,408.2247
2025,12,11,23,0,19.28,13.125312310668845,-27.389400000000023,379.6878,407.0772
2025,12,11,23,10,19.23,13.076807826987396,-24.968999999999998,381.6571,406.6261
2025,12,11,23,20,19.22,13.115309825050986,-21.57090000000005,385.715,407.2859
2025,12,11,23,30,19.22,13.050954379256195,-22.983000000000004,384.1328,407.1158
2025,12,11,23,40,19.22,13.085607311607236,-20.62439999999998,387.0187,407.6431
2025,12,11,23,50,19.23,13.119736741570938,-17.74380000000002,390.1708,407.9146
2025,12,12,0,0,19.17,13.116210105787127,-10.630800000000022,398.429,409.0598
2025,12,12,0,10,19.31,13.120316855496649,-9.917100000000003,399.7625,409.6796
2025,12,12,0,20,19.32,13.106464954971871,-19.997400000000027,388.5576,408.555
2025,12,12,0,30,19.27,13.110964838043245,-17.789600000000007,389.7561,407.5457
2025,12,12,0,40,19.19,13.10202942098124,-15.279099999999971,392.5291,407.8082
2025,12,12,0,50,19.18,13.010351237708711,-10.587900000000047,398.1858,408.7737
2025,12,12,1,0,19.26,12.965960538869725,-11.253300000000024,397.5623,408.8156
2025,12,12,1,10,19.26,12.92295569462803,-11.679300000000012,397.3462,409.0255
2025,12,12,1,20,19.22,12.8908908345871,-14.208500000000017,394.3279,408.5364
2025,12,12,1,30,19.22,12.956896420017658,-14.342499999999973,394.136,408.4785
2025,12,12,1,40,19.17,13.02407415923368,-16.103200000000015,391.9207,408.0239
2025,12,12,1,50,19.09,13.03647748784272,-15.424699999999971,392.6532,408.0779
2025,12,12,2,0,19.09,12.997176462882512,-14.669200000000046,393.4104,408.0796
2025,12,12,2,10,19.05,13.048230395678845,-13.769100000000035,394.1063,407.8754
2025,12,12,2,20,18.94,13.033584804842548,-13.154000000000051,393.84,406.994
2025,12,12,2,30,18.96,13.048984557855668,-10.68059999999997,396.8181,407.4987
2025,12,12,2,40,18.94,13.001122576187896,-11.844100000000026,395.8189,407.663
2025,12,12,2,50,18.94,13.049815919169877,-13.467800000000013,393.3664,406.8342
2025,12,12,3,0,18.92,13.034412763993169,-13.106400000000008,393.843,406.9494
2025,12,12,3,10,18.85,13.029060930302048,-12.210900000000038,394.804,407.0149
2025,12,12,3,20,18.9,12.954254100464762,-15.263300000000015,391.1488,406.4121
2025,12,12,3,30,19.0,12.931604155770124,-15.389299999999992,391.3283,406.7176
2025,12,12,19,30,18.49,14.224293175530311,-4.64549999999997,405.1188,409.7643
2025,12,12,19,40,18.5,14.216910017159302,-4.934799999999996,404.8233,409.7581
2025,12,12,19,50,18.53,14.17883174585619,-4.699900000000014,405.4165,410.1164
2025,12,12,20,0,18.59,14.27700082842894,-4.036699999999996,406.0136,410.0503
2025,12,12,20,10,18.53,14.289727636605903,-4.177599999999984,405.594,409.7716
2025,12,12,20,20,18.51,14.36774755136085,-4.208299999999952,405.5957,409.804
2025,12,12,20,30,18.53,14.51151941810533,-4.818699999999978,405.0847,409.9034
2025,12,12,20,40,18.69,14.64962674255048,-9.503800000000012,400.3302,409.834
2025,12,12,20,50,18.88,14.475460305152897,-4.9757000000000176,405.8257,410.8014
2025,12,12,21,0,19.01,14.407717083006755,-9.216499999999996,401.5748,410.7913
2025,12,12,21,10,19.08,14.320050270827249,-11.36869999999999,399.3531,410.7218
2025,12,12,21,20,19.17,14.26461886818545,-16.11840000000001,394.3978,410.5162
2025,12,12,21,30,19.13,14.263850962799385,-18.031600000000022,391.8393,409.8709
2025,12,12,21,40,19.19,14.248498175947663,-18.694799999999987,391.1102,409.805
2025,12,12,21,50,19.27,14.216509462104456,-26.623699999999985,382.0482,408.6719
2025,12,12,22,0,19.26,14.224679249174589,-28.130100000000027,380.7935,408.9236
2025,12,12,22,10,19.26,14.257759898591273,-26.899200000000008,382.2081,409.1073
2025,12,12,22,20,19.26,14.3073808727163,-15.46999999999997,394.8822,410.3522
2025,12,12,22,30,19.26,14.390082496258016,-10.90100000000001,399.8289,410.7299
2025,12,12,22,40,19.23,14.381186385487398,-11.544699999999978,399.2414,410.7861
2025,12,12,22,50,19.36,14.425140772321962,-12.235400000000029,399.1239,411.3593
2025,12,12,23,0,19.51,14.38511769456739,-11.727399999999989,400.168,411.8954
2025,12,12,23,10,19.59,14.35171669233389,-12.370199999999954,399.6641,412.0343
2025,12,12,23,20,19.58,14.3095784859011,-12.4135,399.5607,411.9742
2025,12,12,23,30,19.39,14.233952796464363,-15.77890000000002,395.1427,410.9216
2025,12,12,23,40,19.36,14.158932868795835,-12.594400000000007,398.2496,410.844
2025,12,12,23,50,19.37,14.250506808750194,-6.76419999999996,404.8586,411.6228
2025,12,13,0,0,19.39,14.267287580531022,-5.648499999999956,406.7327,412.3812
2025,12,13,0,10,19.49,14.35144854404024,-3.6947999999999865,409.4483,413.1431
2025,12,13,0,20,19.49,14.368214254956175,-3.022199999999998,410.5744,413.5966
2025,12,13,0,30,19.55,14.486276046401242,-2.800000000000012,411.1393,413.9393
2025,12,13,0,40,19.55,14.418976273827948,-2.913499999999999,411.2207,414.1342
2025,12,13,0,50,19.63,14.43618803812955,-2.7556999999999903,411.6331,414.3888
2025,12,13,1,0,19.59,14.486632947961,-2.7918999999999983,411.583,414.3749
2025,12,13,1,10,19.55,14.536750875831212,-2.897800000000018,411.4008,414.2986
2025,12,13,1,20,19.46,14.426572180049346,-2.894900000000007,411.0557,413.9506
2025,12,13,1,30,19.39,14.350624540697677,-2.95780000000002,410.8529,413.8107
2025,12,13,1,40,19.37,14.33374575039009,-2.90519999999998,410.7285,413.6337
2025,12,13,1,50,19.37,14.33374575039009,-3.0423999999999864,410.6172,413.6596
2025,12,13,2,0,19.36,14.30867481452928,-3.0214999999999463,410.5239,413.5454
2025,12,13,2,10,19.31,14.23344526743725,-3.061900000000037,410.292,413.3539
2025,12,13,2,20,19.27,14.216509462104456,-3.16579999999999,410.1255,413.2913
2025,12,13,2,30,19.27,14.249609600549396,-3.145399999999995,410.1189,413.2643
2025,12,13,2,40,19.26,14.191598599757905,-3.260499999999979,410.0358,413.2963
2025,12,13,2,50,19.26,14.208138924466253,-3.3412999999999897,409.9537,413.295
2025,12,13,3,0,19.31,14.150499782195777,-3.2626000000000204,410.0483,413.3109
2025,12,13,3,10,19.36,14.12565688085507,-3.3111999999999853,410.274,413.5852
2025,12,13,3,20,19.39,14.183950620364367,-2.8986999999999625,410.5475,413.4462
2025,12,13,3,30,19.27,14.299259808216815,-3.3408999999999764,409.172,412.5129
2025,12,13,19,30,16.5,10.971529846494636,-4.399599999999964,391.6779,396.0775
2025,12,13,19,40,16.54,10.914976951792458,-4.326600000000042,391.9059,396.2325
2025,12,13,19,50,16.58,11.142927709547855,-4.36809999999997,392.1213,396.4894
2025,12,13,20,0,16.54,11.3524763501695,-3.631400000000042,392.9591,396.5905
2025,12,13,20,10,16.43,11.347417753824985,-4.436399999999992,391.9388,396.3752
2025,12,13,20,20,16.33,11.182016217784538,-4.4184999999999945,391.5407,395.9592
2025,12,13,20,30,16.36,11.271832008039558,-3.774000000000001,392.3489,396.1229
2025,12,13,20,40,16.35,11.4736529024022,-4.27660000000003,391.9767,396.2533
2025,12,13,20,50,16.25,11.556746758814436,-4.531000000000006,391.7938,396.3248
2025,12,13,21,0,16.21,11.459941080255016,-4.487500000000011,391.5586,396.0461
2025,12,13,21,10,16.12,11.535016831860888,-4.719500000000039,391.1434,395.8629
2025,12,13,21,20,15.88,11.436505557871952,-5.734399999999994,389.1805,394.9149
2025,12,13,21,30,15.89,11.389319673808767,-5.173900000000003,389.6264,394.8003
2025,12,13,21,40,15.92,11.138982215467353,-4.881500000000017,389.5258,394.4073
2025,12,13,21,50,15.88,11.206693980467907,-5.054699999999968,389.3989,394.4536
2025,12,13,22,0,15.61,11.530311222822696,-4.794499999999971,388.8971,393.6916
2025,12,13,22,10,15.39,11.67924050526023,-4.464599999999962,388.8822,393.3468
2025,12,13,22,20,15.16,11.581795745466342,-4.929399999999987,387.5065,392.4359
2025,12,13,22,30,15.12,11.61818494901947,-4.587800000000016,387.6576,392.2454
2025,12,13,22,40,14.97,11.73000018648102,-5.1807999999999765,386.3752,391.556
2025,12,13,22,50,14.93,11.76524324926101,-4.595699999999965,387.0538,391.6495
2025,12,13,23,0,14.94,11.695806336527378,-4.764200000000017,386.6438,391.408
2025,12,13,23,10,14.92,11.579534792803573,-4.703900000000033,386.5972,391.3011
2025,12,13,23,20,15.0,11.623308609754876,-4.448100000000011,386.9037,391.3518
2025,12,13,23,30,15.01,11.720151748639427,-4.467499999999973,387.1383,391.6058
2025,12,13,23,40,15.03,11.708760659435807,-3.432900000000018,388.3108,391.7437
2025,12,13,23,50,14.79,11.576652378336943,-3.2373000000000047,387.7315,390.9688
2025,12,14,0,0,14.75,11.598910401474036,-3.5079000000000065,386.6372,390.1451
2025,12,14,0,10,14.66,11.44747740680045,-3.660300000000007,386.4128,390.0731
2025,12,14,0,20,14.74,11.31433460704676,-3.82650000000001,386.5407,390.3672
2025,12,14,0,30,14.89,11.329244892969212,-3.807899999999961,386.8878,390.6957
2025,12,14,0,40,14.97,11.2822902556993,-3.456600000000037,387.3853,390.8419
2025,12,14,0,50,15.17,11.135649099967234,-2.83729999999997,388.2868,391.1241
2025,12,14,1,0,15.39,10.721280328986078,-2.260499999999979,388.5111,390.7716
2025,12,14,1,10,15.53,10.481903727686031,-1.7129000000000474,389.7655,391.4784
2025,12,14,1,20,15.51,10.133438900709878,-1.370999999999981,389.3023,390.6733
2025,12,14,1,30,15.6,10.122448425233184,-1.1100999999999883,389.6215,390.7316
2025,12,14,1,40,15.57,10.272541056369269,-2.5079999999999814,388.4749,390.9829
2025,12,14,1,50,15.38,10.25837686700266,-4.927699999999959,385.6161,390.5438
2025,12,14,2,0,15.32,10.324283408428157,-6.081900000000019,384.5465,390.6284
2025,12,14,2,10,15.29,10.212870918645342,-6.441900000000032,384.1026,390.5445
2025,12,14,2,20,15.38,9.83476964020109,-5.621600000000001,384.14,389.7616
2025,12,14,2,30,15.5,9.905353283376812,-5.025199999999984,385.2115,390.2367
2025,12,14,2,40,15.48,9.928964668606389,-5.607200000000034,384.7768,390.384
2025,12,14,2,50,15.45,9.77129366815489,-4.620399999999961,385.1403,389.7607
2025,12,14,3,0,15.48,9.81021293170611,-5.615299999999991,384.271,389.8863
2025,12,14,3,10,15.45,9.650123831590628,-5.852900000000034,383.8325,389.6854
2025,12,14,3,20,15.39,9.559917649530425,-5.943100000000015,383.2822,389.2253
2025,12,14,3,30,15.4,9.51976740544854,-6.352100000000007,382.8091,389.1612
2025,12,14,19,30,12.52,7.4095470310463325,-25.33099999999996,347.7166,373.0476
2025,12,14,19,40,12.7,7.493944508762942,-26.6343,346.712,373.3463
2025,12,14,19,50,13.2,7.353233086732985,-27.6035,347.115,374.7185
2025,12,14,20,0,13.25,7.30577177403249,-23.13779999999997,352.7735,375.9113
2025,12,14,20,10,13.25,7.271240002609616,-23.462499999999977,352.684,376.1465
2025,12,14,20,20,13.21,7.3279251935117875,-25.30949999999996,350.0445,375.354
2025,12,14,20,30,13.25,7.407064970206249,-25.887800000000027,349.6516,375.5394
2025,12,14,20,40,13.25,7.440445682581694,-24.43610000000001,351.4934,375.9295
2025,12,14,20,50,13.2,7.461098865470952,-23.14670000000001,352.912,376.0587
2025,12,14,21,0,13.25,7.527926170186306,-23.54680000000002,352.2331,375.7799
2025,12,14,21,10,13.29,7.559241718819461,-23.838900000000024,352.0071,375.846
2025,12,14,21,20,13.33,7.574465469527251,-22.018599999999992,354.2806,376.2992
2025,12,14,21,30,13.34,7.581458062370415,-21.56650000000002,354.8669,376.4334
2025,12,14,21,40,13.34,7.6184972467972605,-24.924499999999966,351.3858,376.3103
2025,12,14,21,50,13.35,7.644049111401254,-23.852599999999995,352.3911,376.2437
2025,12,14,22,0,13.43,7.643469617865282,-25.532699999999977,350.6881,376.2208
2025,12,14,22,10,13.43,7.720288407994581,-24.428999999999974,351.5939,376.0229
2025,12,14,22,20,13.48,7.699767731776851,-24.078300000000013,352.4447,376.523
2025,12,14,22,30,13.47,7.759194769269907,-22.033799999999985,354.2113,376.2451
2025,12,14,22,40,13.48,7.692762636039071,-22.731400000000008,353.9093,376.6407
2025,12,14,22,50,13.47,7.648349129708909,-25.978700000000003,350.5137,376.4924
2025,12,14,23,0,13.43,7.648125302115542,-26.56389999999999,349.1112,375.6751
2025,12,14,23,10,13.52,7.584184362010407,-23.959000000000003,352.3761,376.3351
2025,12,14,23,20,13.52,7.653237892466985,-24.04660000000001,352.4617,376.5083
2025,12,14,23,30,13.62,7.721740162789946,-26.522400000000005,350.3058,376.8282
2025,12,14,23,40,13.59,7.83913431075777,-26.37209999999999,350.188,376.5601
2025,12,14,23,50,13.57,7.843568214677899,-24.79650000000004,351.919,376.7155
2025,12,15,0,0,13.49,7.866901849305594,-28.724499999999978,347.3745,376.099
